Are you interested in Japanese music?	Interesado ka ba sa Japanese music?
Are you interested in Japanese music?	Interesado ka ba sa musikang Hapon?
Are you interested in Japanese music?	Interesado ka ba sa musika ng Japan?
Are you interested in swimming, Tom?	Interesado ka ba lumangoy, Tom?
Are you lucky or am I just unfortunate?	Sinuswerte ka ba o minamalas ako?
Are you meeting David today?	Tatagpuin mo ba si David ngayong araw?
are you preaching this sermon.	ninyo ipinapangaral ang sermong ito.
Are you really going to move to Boston?	Lilipat ka ba talaga sa Boston?
Are you selling manila bean?	Nagbebenta ba kayo ng sigarilyas?
Are you selling these lamps?	Ipinagbibili ninyo ba ang pupitreng lampara dito?
Are you still in love with your wife?	Mahal mo pa ba ang misis mo?
Are you sure in our destination?	Sigurado ka ba sa pupuntahin natin?
Are you the new transfer student?	Ikaw ba ang bagong lipat na mag-aaral?
Are you the one reporting today?	Ikaw ba ang mag-uulat ngayong araw?
Are you the one who wrote that report?	Ikaw ba ang nagsulat ng report?
Are you the only one working on this?	Ikaw lang ba ang nagtatrabaho nito?
are you up to anything this evening?	Pwede ka ba sa kahit ano ngayong gabi?
Are you used to your new school?	Sanay ka na ba sa bago mong paaralan?
Art is for eyes and ears.	Ang sining ay para sa mata at tainga.
Arthropoda 1,000,000+ types.	Arthropoda 1,000,000+ mga uri.
As far as I know, he is not married.	Ang alam ko ay hindi siya nag-asawa.
As for me, I'm content with this.	Para sa akin, tama na ito.
As he went by in the morning.	Noong dumaan siya kaninang umaga.
As long as there is life, there is hope.	Hangga't may buhay, may pag-asa.
As soon as I finish the dishes.	Pagkatapos na pagkatapos kong hugasan ang mga pinggan.
Ashamed to speak English?	Nahihiya ka bang magsalita ng Ingles?
Ask at the police station over there.	Magtanong ka sa istasyon na pulis doon.
Ask her to teach you how to exercise.	Magpaturo ka sa kanya mag-ehersisyo.
Ask him to teach you how to exercise.	Magpaturo ka sa kanya mag-ehersisyo.
Ask me whenever you're in doubt.	Tanungin mo ako tuwing nag-aalinlangan ka.
Ask money from your sibling.	Humingi ka ng pera sa kapatid mo.
Ask Tom to bring Mary tomorrow.	sabihan mo si Tom na dalhin si Mary bukas.
Astronomy is an expensive hobby.	Mahal na libangan ang astronomiya.
Astronomy is an expensive hobby.	Mahal na hobi ang astronomiya.
At 4am the storm woke me up.	Noong alas kwatro ng umaga ginising ako ng bagyo.
At 5pm I will be leaving work.	Alas singko ng hapon ako aalis ng trabaho .
At 6 o'clock, I was eating dinner.	Noong alasais ay kumakain ako ng gabihan.
At another time she asked again.	sa ibang oras ay nagtanong siyang muli.
At eight o'clock I will have left.	Noong alas-otso ay nakaalis na dapat ako.
At eight o'clock Linda will leave.	Pagsapit ng alas-otso ay aalis si Linda.
At last, I will have my sleep.	Sa wakas, makakatulog na ako.
At last, tomorrow will already be Saturday.	Sa wakas, sabado na bukas.
At least pretend to be guilty.	Magkunwari ka man lang na may sala.
At least they're in the corner.	Buti nga nasa sulok sila kahit paano.
At least you were offered a meal.	Kahit papaano inalok kayo ng pagkain.
At night, they drank alcohol.	Sa gabi, uminom sila ng alak.
At some time in the future.	Sa isang panahon sa darating na hinaharap.
At the time I gave him no answer.	sa oras na iyo hindi ko siya sinagot.
Atavism occurs in some ways.	Ang mga atavismo ay nangyayari sa ilang paraan.
August eight is the date today.	Ikawalo ng Agosto ang petsa ngayon.
August eighteen is the date today.	Ikabing-walo ng Agosto ang petsa ngayon.
August eleven is the date today.	Ikalabing-isa ng Agosto ang petsa ngayon.
August fifteen is the date today.	Ikalabing-lima ng Agosto ang petsa ngayon.
August five is the date today.	Ikalima ng Agosto ang petsa ngayon.
August four is the date today.	Ikaapat ng Agosto ang petsa ngayon.
August fourteen is the date today.	Ikalabing-apat ng Agosto ang petsa ngayon.
August nine is the date today.	Ikasiyam ng Agosto ang petsa ngayon.
August nineteen is the date today.	Ikalabing-siyam ng Agosto ang petsa ngayon.
August one is the date today.	Ikauna ng Agosto ang petsa ngayon.
August seven is the date today.	Ikapito ng Agosto ang petsa ngayon.
August seventeen is the date today.	Ikalabing-pito Agosto ang petsa ngayon.
August six is the date today.	Ikaanim ng Agosto ang petsa ngayon.
August sixteen is the date today.	Ikalabing-anim ng Agosto ang petsa ngayon.
August ten is the date today.	Ikasampu ng Agosto ang petsa ngayon.
August thirteen is the date today.	Ikalabing-tatlo ng Agosto ang petsa ngayon.
August thirty is the date today.	Ikatatlompu't ng Agosto ang petsa ngayon.
August three is the date today.	Ikatlo ng Agosto ang petsa ngayon.
August twelve is the date today.	Ikalabing-dalawa ng Agosto ang petsa ngayon.
August twenty is the date today.	Ikadalawampu't ng Agosto ang petsa ngayon.
August two is the date today.	Ikalawa ng Agosto ang petsa ngayon.
Aurora's hair is very stretched.	Banat na banat ang buhok ni Aurora.
Avocados are cheap in the market.	Mura sa palengke ang mga abukado.
Avoid multitasking if possible.	Iwasan ang multitasking kung pwede.
Avoid releasing hurtful words.	Iwasan mong magbitaw ng masasakit na salita.
Avoid releasing painful words.	Iwasan mong magbitaw ng masasakit na salita.
away first and the man of sin be revealed.	at mahayag ang taong makasalanan.
Back then, I worked as a fixer.	Nagtrabaho ako bilang isang fixer noon.
Bacteria produce a foul odor.	Ang mga bakterya ay gumagawa ng mabahong amoy.
Bad breath is caused by bacteria.	Ang masamang hininga ay sanhi ng bakterya.
Bad news travels quickly.	Mabilis ang pagkalan ng masamang balita.
Bad weather is no obstacle.	Ang hindi magandang panahon ay hindi hadlang.
Bamboos could store water.	Nakakaipon ng tubig ang mga kawayan.
Banana is not that expensive.	Hindi ganoong kamahal ang saging.
Banana trees are not sturdy.	Hindi matibay ang mga puno ng saging.
Banana trees have large leaves.	Malaki ang mga dahon ng mga puno ng saging.
Bananas are cheap in the market.	Mura sa palengke ang mga saging.
barbarians they can be whatever.	mga barbaryan maaaring sila ay kung ano pa.
Barking dogs seldom bite.	Minsan lang nangangagat ang mga tumatahol na aso.
Basketball connected the cats.	Konektado ang mga pusa sa basketbol.
Basketball connected the elephants.	Konektado ang mga elepante sa basketbol.
Bats like to eat fruits.	Mahilig kumain ng prutas ang mga paniki.
Be a good example to everyone.	Maging isang huwarang ehemplo sa lahat.
Be careful in using the equipment.	Mag-ingat sa paggamit ng mga kagamitan.
Be contented on what you have.	Makuntento ka sa kung ano ang meron ka.
Be what you want to be.	Maging kung ano ang gusto mong maging.
Bears cannot drive cars.	Hindi kayang magmaneho ng kotse ang mga oso.
Bears should not be disturbed.	Hindi dapat ginagambala ang mga oso.
Beautiful evening, isn't it?	Maganda ang gabi ngayon, hindi ba?
because I don't want you to mourn like those.	upang kayoy huwag mangalumbay.
Because it rakes in more money?	Dahil doon siya kikita sya ng mas malaki?
Because of rain, I could not go.	Dahil sa ulan, hindi ako makaalis.
Because of rain, I could not go.	Dahil sa ulan, hindi ako makalabas.
Because that's where we're going next.	Dahil doon tayo pupunta.
Because they're completely unused.	Dahil talagang hindi pa nagagamit.
Bees are dangerous when disturbed.	Delikado ang mga bubuyog kapag ginambala.
Bees fly over flowers.	Lumilipad sa taas ng bulaklak ang mga bubuyog.
Bees jam with flowers.	Ang mga bubuyog ay umawit kasabay ng bulaklak.
Bees protect their queen.	Pinagtatanggol ng mga bubuyog ang kanilang reyna.
Bees should not be disturbed.	Hindi dapat ginagambala ang mga bubuyog.
Beetles can become ninjas.	Ang mga salagubang ay pwede maging ninja.
Beetles love spirit animals.	Mahal ng mga salagubang ang espiritung hayop.
Before you leave, please take the key.	Bago ka umalis, kunin mo ang susi.
Behave yourself during my absence.	Magpakabait ka habang wala ako.
Being a nurse is awfully hard.	Ang pagiging isang nars ay napakahirap.
Being very tall is not good.	Hindi rin maganda ang sobrang matangkad.
believed on the Lord Jesus Christ.	naniwala sa Panginoong HesuKristo.
Bible defines itself.	Bibliya ay nagpapaliwanag ng kanyang sarili.
Bible talk about the beast.	Bibliya na nagsasalita tungkol sa ang hayop.
Bicycle training starts.	Nagsimula ang pagsasanay sa bisikleta.
Big sister can't drive a car yet.	Hindi pa marunong magmaneho ate ko ng kotse.
Bilimbis are cheap in the market.	Mura sa palengke ang mga kamias.
Birds are members of society.	Miyembro ng lipunan ang mga ibon.
Birds yodel in the skies.	Ang mga ibon ay kumakanta sa kalangitan.
bitter gourd is getting more expensive.	mas nagmumura ang ampalaya.
bitter gourd is not that cheap.	hindi ganoon kamura ang ampalaya.
bitter gourd is not that expensive.	hindi ganoong kamahal ang ampalaya.
Black plum is getting more expensive.	Mas nagmumura ang duhat.
black plum is not that expensive.	hindi ganoong kamahal ang duhat.
Bob usually goes to bed at ten.	Madalas matulog si Bob ng alas-diyes.
Boiled beef is my food today.	Nilagang baka ang aking ulam ngayong araw.
Boland was a little dinosaur.	Si Boland ay isang maliit na dinosaur.
Boracay is going to close soon.	Ang Boracay ay malapit nang isara.
Boracay is high tide during noon.	Mataas ang tubig sa Boracay kapag tanghali.
Both are static, frozen.	Ang parehong ay hindi gumagalaw, nanigas.
Bottle gourd is getting more expensive.	Mas nagmumura ang upo.
bottle gourd is not that expensive.	hindi ganoong kamahal ang upo.
Bourdains episode was a timely one.	Ang episode ni Bourdain ay napapanahon.
Breath has foul odor in the morning.	Ang hininga ay mabaho sa umaga.
Brennan asked as soon as I picked up.	tinanong ako ni Brennan pagkasagot ko.
Bring a bucket of apples.	Magdala ka ng isang balde ng mansanas.
Bring me coffee from Starbucks.	Dalhan mo ako ng kape mula sa Starbucks.
Bring me my shirt please.	Maari bang paki dala yung T-shirt ko.
Bring one whole sheet of paper.	Magdala ng isang buong piraso ng papel.
Bro, where is your friend?	Par, asan na yung kasama nyo par?
Bruno is skilled at playing soccer.	Mahusay maglaro ng soccer si Bruno.
Brush your teeth after eating.	Magsipilyo ka pagkatapos mong kumain.
Brush your teeth after every meal.	Magsipilyo pagkatapos kumain.
Bubbles are floating in the air.	Ang mga bula ay lumulutang sa hangin.
Bulls are mad at the color red.	Galit sa kulay pula ang mga toro.
Bulls have sharp horns.	Mayroong mga matulis na sungay ang mga toro.
Bullying other people is prohibited.	Ang pang-aapi ng kapwa ay ipinagbabawal.
Business is booming as usual.	Ang negosyo ay umuunlad gaya ng dati.
But are your points enough?	Subalit sapat ba ang itong puntos?
But has it all happened by design.	Ngunit nangyari ba ito ayon sa disenyo.
But I cannot be like her.	Ngunit hindi ko kayang maging katulad niya.
But I have her home number.	Pero nasa akin ang numero ng bahay nila.
But I will not give up on the question.	Pero hindi ako susuko sa tanong.
But I'm trusting my aim now.	Pero pinagkakatiwalaan ko ang layunin ko ngayon.
But I've got to keep moving.	Pero kailangan kong manatiling gumagalaw.
But if you have none, you're dead.	Pero kung wala, tepok ka.
But is your effort enough?	Pero sapat ba ang iyong pagsisikap?
But is your effort enough?	Ngunit sapat ba ang iyong pagsisikap?
But is your effort enough?	Subalit sapat ba ang iyong pagsisikap?
But isn't it all the same now?	hindi ba parepareho na lamang lahat?
But it also says there is an earthquake.	Pero ang sabi din niya ay lilindol.
But it came from the mouth of Scofield.	Pero nagmula ito sa bibig ni Scofield.
but it cost twice as much.	ngunit nagkakahalaga ng dalawang beses.
But it's all the same now.	ngunit parepareho na lang ang lahat ngayon.
But it's not really necessary.	Subalit hindi ito kinakailangan.
But me, I already have six children.	Pero ako, anim na ang mga anak ko.
But now I am off at once.	ngunit sa ngayon ay aalis na talaga ako.
but now I have changed my mind.	ngunit nagbago na ang aking isip.
But now we have introduced uncertainty.	ngunit ngayon ay nagkakalabu-labo na.
But one thing is certainly sure.	Pero isang bagay ang tiyak na sigurado.
But please keep my secret.	Pero ilihim nyo lang ang sikreto ko.
But the building is nearly finished.	Malapit na hong mayari yung gusali eh.
But the later on never came.	ngunit hindi na dumating ang mamaya.
But there are other books.	Pero meron din namang ibang mga libro.
But they are faster when running.	Ngunit mas mabilis sila tumakbo.
But this is always how I do it.	Pero ganito ko lagi ito ginagawa.
But this is always how I do it.	Ngunit ganito ko lagi ito ginagawa.
But this is always how I do it.	Subalit ganito ko lagi ito ginagawa.
But this is made from a good fabric.	Maganda naman ho ang tela nito.
But wait, what was the question?	Pero teka, ano nga uli ang tanong?
But we continued writing.	Pero itinuloy lang namin ang pagsusulat.
But we have a couple of hours to wait.	may ilang oras pa tayo para maghintay.
But we'll wage war against God.	Pero makikipagdigmaan kami sa Diyos.
But you gain courage to face it.	Pero magiging matapang ka na harapin iyon.
But you must remember I'm old.	kinakailangan mong tandaan na matanda na ako.
But you're asking for way too much discount!	Sobra ka namang tumawad eh!
Butterflies are hard to catch.	Mahirap hulihin ang mga paruparo.
Buy medicine for headache.	Bumili kang gamot para sa sakit ng ulo.
Buy two for the price of one.	Bumili ng dalawa para sa presyo ng isa.
Buying that is not worth it.	Ang pagbili niyan ay aksaya lamang.
By the way, how many kids are going?	Nga pala, ilang bata ang pupunta?
By the way, I saw him yesterday.	Siya nga pala, nakita ko siya kahapon.
cabbage is not that expensive.	hindi ganoong kamahal ang repolyo.
Call me if there's a problem.	Tawagan mo ako pag nagkaproblema.
Call me whenever you want.	Tawagan mo lang ako tuwing gusto mo.
Calm down and begin at the beginning.	Kumalma ka at magsimula mula sa simula.
Calm down and come with me.	Kumalma lang kayo at sumama sa akin.
Can anybody tell me why?	May makakapgsabi ba sa akin kung bakit?
Can educators warn students?	Kaya bang balaan ng mga guro ang mga mag-aaral?
Can i ask for a discount for the anchovy?	Pwede humingi ng tawad sa dilis?
Can i ask for a discount for the apple?	Pwede humingi ng tawad sa mansanas?
Can i ask for a discount for the asian clam?	Pwede humingi ng tawad sa tulya?
Can i ask for a discount for the asiatic yam?	Pwede humingi ng tawad sa tugi?
Can i ask for a discount for the avocado?	Pwede humingi ng tawad sa abokado?
Can i ask for a discount for the avocado?	Pwede humingi ng tawad sa abukado?
Can i ask for a discount for the banana?	Pwede humingi ng tawad sa saging?
Can i ask for a discount for the bay leaf?	Pwede humingi ng tawad sa laurel?
Can i ask for a discount for the beef?	Pwede humingi ng tawad sa baka?
Can i ask for a discount for the beltfish?	Pwede humingi ng tawad sa espada?
